,链接,名字,放送类型,评分,中文名,导演,总导演,副导演,放送时间,系列构成,制作公司,脚本,分镜,演出,作画监督,原画,制片人,总集数,评分人数,看过,搁置,弃坑
0,/subject/253,カウボーイビバップ,TV,9.1,星际牛仔,渡辺信一郎,,,1998-10-23,信本敬子,サンライズ,"渡辺信一郎,稲荷昭彦,横手美智子,信本敬子,村井さだゆき,佐藤大,山口亮太","渡辺信一郎,本郷みつる,飯田馬之介,都留稔幸,山内重保,森邦宏,赤根和樹,佐藤順一,武井良幸,山口祐司,佐藤育郎,岡村天斎","山田弘和,森邦宏,武井良幸,佐藤育郎,渡邊哲哉","しんぼたくろう,中田栄治,本橋秀之,菅野宏紀,逢坂浩司,小森高博,竹内浩志,川元利浩,後藤雅巳","逢坂浩司,中田栄治,後藤雅巳,小森高博,杉浦幸次,中村豊,伊藤嘉之,斎藤恒徳,鴨川浩,伊藤岳史,横山彰利,星和伸,大塚健,宮田忠明,吉田徹,川元利浩,菅野宏紀,橋本誠一,富岡隆司,井上英紀,岡真里子,津野田勝敏,入江泰浩,佐藤千春,高橋しんや,伊東伸高,高山朋浩,吉川博明,高見明男,大浪太",南雅彦,26,5430,6052,436,70
1,/subject/326,攻殻機動隊 S.A.C. 2nd GIG,TV,9.1,攻壳机动队 S.A.C. 2nd GIG,神山健治,,,2004-01-01,神山健治,Production I.G,"藤咲淳一,松家雄一郎,大松裕,佐藤大,神山健治,櫻井圭記,菅正太郎","岡村天斎,松本淳,河野利幸,布施木一喜,西村純二,橘正紀,吉原正行,下司泰弘,安藤真裕,平松禎史,神山健治","吉原正行,松本淳,布施木一喜,橘正紀,竹下健一,川崎逸朗,河野利幸","芝美奈子,浅野恭司,小西賢一,西尾鉄也,清水洋,中村悟,丸山宏一,村田俊治,後藤隆幸,新野量太","古屋勝悟,松林唯人,高木弘樹,齋藤卓也,千葉崇洋,古川尚哉,玄馬宣彦,大久保徹,西尾鉄也,芳垣祐介,浅野恭司,青山浩行,平松禎史,松田宗一郎,沖浦啓之,岸田隆宏,伊藤岳史,佐藤雅弘,柿田英樹,塩谷直義,中村悟,小松英司,牧原亮太郎,岩瀧智,森川聡子,堀内博之,井上俊之,安藤雅司,伊藤嘉之,藪野浩二,小倉陳利,千葉崇明,濱洲英喜,松尾慎,鈴木博文,井上鋭","松家雄一郎,国崎久徳",26,3226,3961,195,25
2,/subject/324,攻殻機動隊 STAND ALONE COMPLEX,TV,9.0,攻壳机动队 STAND ALONE COMPLEX,神山健治,,,2002-10-01,神山健治,Production I.G,"神山健治,藤咲淳一,櫻井圭記,菅正太郎,佐藤大,寺戸信寿","河野利幸,橘正紀,吉原正行,神山健治,竹下健一,若林厚史,中村隆太郎,布施木一喜,松本淳,川崎逸朗,安藤真裕","河野利幸,橘正紀,吉原正行,大原実,竹下健一,若林厚史,中村隆太郎,布施木一喜,下司泰弘","玄馬宣彦,浅野恭司,後藤隆幸,須賀重行,海谷敏久,木﨑文智,中村悟,村田俊治,丸山宏一,前田明寿,樋口香里","桝田浩史,安藤真裕,中村豊,竹内哲也,金子秀一,浅野恭司,玄馬宣彦,井上俊之,吉田徹,桑名郁朗,Theresia Whinkler,鈴木博文,高橋英樹,千葉崇洋,古川尚哉,梅津泰臣,大久保徹,佐藤雅弘,橋本敬史,山口明子,高谷浩利,丸山宏一,松林唯人,中山勝一,西井正典,高木弘樹,伊藤良太,坂崎忠",,26,4032,4844,305,52
3,/subject/876,CLANNAD ～AFTER STORY～,TV,8.9,,石原立也,,,2008-10-02,志茂文彦,京都アニメーション,志茂文彦,"北之原孝將,米田光良,坂本一也,石原立也,武本康弘,高雄統子,石立太一,山田尚子","米田光良,北之原孝將,高雄統子,石立太一,山田尚子,坂本一也,石原立也","堀口悠紀子,高橋真梨子,高橋博行,秋竹斉一,池田和美,西屋太志,植野千世子","鴨居知世,高雄統子,石立太一,瀬崎利恵,内藤直",,24,9168,11210,373,127
4,/subject/265,新世紀エヴァンゲリオン,TV,8.9,新世纪福音战士,庵野秀明,,"摩砂雪,鶴巻和哉",1995-10-04,,"GAINAX,タツノコプロ","山口宏,榎戸洋司,磯光雄,樋口真嗣,庵野秀明,薩川昭夫","小黒晃,摩砂雪,庵野秀明,鶴巻和哉,樋口真嗣,岡村天斎,佐藤順一,杉山慶一,石堂宏之,加賀剛","水島精二,大塚雅彦,摩砂雪,増尾昭一,大原実,鶴巻和哉,岡村天斎,杉山慶一,渡邊哲哉,安藤健,高村彰,石堂宏之,加賀剛,羽生尚靖","貞本義行,鈴木俊二,摩砂雪,鶴巻和哉,吉成曜,河口俊夫,長谷川眞也,黄瀬和哉,重田智,本田雄,湖川友謙","後藤圭二,古川尚也,福岡英典,高村和宏,今石洋之,橋本敬史,横山彰利,増尾昭一,松本憲生,長谷川眞也,岡村天斎,摩砂雪,庵野秀明,吉成曜,磯光雄,村木靖,本田雄,平松禎史,鶴巻和哉,吉田健一,中村豊,中山勝一,神戸洋行,永島明子,砂田茂樹,芳尾英明,小野田和由,もといぎひろあき,渡部英雄,湖川友謙,守岡英行,今掛勇,高岡希一,高木弘樹","小林教子,杉山豊",26,10471,13229,362,84
5,/subject/237,GHOST IN THE SHELL / 攻殻機動隊,剧场版,8.9,攻壳机动队,押井守,,,1995-11-18,,Production I.G,伊藤和典,押井守,西久保瑞穂,"沖浦啓之,黄瀬和哉","石井明治,大島康弘,江村豊秋,小村方宏治,江口寿志,川崎博嗣,井上俊之,橋本敬史,田中雄一,吉原正行,伊藤嘉之,黄瀬和哉,村木靖,沖浦啓之,安藤真裕,磯光雄,斉藤哲人,川名久美子,新井浩一,竹内敦志,岡村天斎,大川弘義,荒川眞嗣,濱洲英喜,佐々木守,谷津美弥子,星和伸",,1,3303,4323,128,25
6,/subject/11834,銀魂',TV,8.8,银魂',藤田陽一,,,2011-04-04,大和屋暁,サンライズ,"横手美智子,下山健人,大和屋暁","篠原俊哉,綿田慎也,吉村愛,南康宏,馬引圭","吉村愛,綿田慎也,南康宏,馬引圭",久行宏和,"豊田暁子,青木康哲,阿部慎吾,蛯名秀和,外崎春雄,直谷たかし","東不可止,笹田直樹",51,7297,6189,701,197
7,/subject/6049,新世紀エヴァンゲリオン劇場版 Air/まごころを、君に,剧场版,8.8,新世纪福音战士剧场版 Air/真心为你,鶴巻和哉,庵野秀明,,1997-07-19,,"Production I.G,GAINAX",庵野秀明,"樋口真嗣,摩砂雪,鶴巻和哉,佐藤順一,庵野秀明","鶴巻和哉,大塚雅彦,庵野秀明","黄瀬和哉,本田雄,平松禎史,庵野秀明","河口俊夫,戸倉紀元,磯光雄,杉浦幸次,砂田茂樹,平井久司,庵野秀明,本田雄,石井明治,前田真宏,黄瀬和哉,中山勝一,亀井幹太,安藤真裕,後藤隆幸,小倉陳利,長谷川眞也,鴨川浩,吉成曜,村木靖,平松禎史,摩砂雪,今石洋之,岡村天斎",石川光久,2,5019,6906,58,21
8,/subject/1608,スラムダンク,TV,8.8,灌篮高手,西沢信孝,,松川智充,1993-10-16,岸間信明,東映アニメーション,"岸間信明,菅良幸","西沢信孝,有迫俊彦,明比正行","西沢信孝,有迫俊彦,又野弘道,中村哲治,明比正行,志水淳児,竹之内和久,吉沢孝男,角銅博之","小林利充,林明美,横山健次,大西陽一,近藤優次,直井正博,清山滋崇,加々美高浩,三浦和也,上野ケン,須田正己,板野一郎","細田守,林明美",,101,5155,6480,312,100
9,/subject/247,銀魂,TV,8.8,银魂,"高松信司,藤田陽一",,,2006-04-04,大和屋暁,サンライズ,"大和屋暁,隅沢克之,下山健人,横手美智子","畑博之,吉村愛,西澤晋,宅野誠起,高柳哲司,宮原秀二,西森章,綿田慎也,森脇真琴,宮脇千鶴,松尾衡,大脊戸聡,麦野アイス,馬引圭,南康宏,関野圭一,高木茂樹,菱川直樹","畑博之,松尾衡,宅野誠起,吉村愛,高木茂樹,綿田慎也,宮脇千鶴,南康宏,菱川直樹,馬引圭,森脇真琴,宮原秀二,佐々木忍,大脊戸聡","宮脇千鶴,谷口守泰,杉野昭夫,高橋晃,鈴木竜也,伊東克修,鈴木卓也,佐藤陽子,海老原雅夫,金紀杜,畑智司,斉藤和也,田頭真理恵,片山みゆき,尾形健一郎,神谷友美,渡辺るりこ,石川真理子","鈴木竜也,竹内哲也,常盤健太郎,小島智加,青木康哲,石川てつや,西澤晋,佐久間信一,奥野治男,鈴木卓也,杉谷光一,浅野直之,豊田暁子,もといぎひろあき","笹田直樹,東不可止",201,6850,6943,811,228
10,/subject/1728,るろうに剣心 -明治剣客浪漫譚- 追憶編,OVA,8.8,浪客剑心 追忆篇,古橋一浩,,,2019-02-09,,スタジオディーン,十川誠志,"松本淳,細田守,古橋一浩",清水明,"小林利充,柳沢まさひで,松島晃,中嶋敦子","鈴木博文,松本憲生,松島晃,高木弘樹,高橋和徳,佐藤雅弘,中嶋敦子,阿部卓司,松竹徳幸,櫻井親良,羽山淳一,林明美",,4,2651,3297,90,24
11,/subject/211567,3月のライオン 第2シリーズ,TV,8.8,3月的狮子 第二季,新房昭之,,,2017-10-14,"新房昭之,東冨耶子",SHAFT,木澤行人,"川畑喬,大谷肇,黒沢守,佐伯昭志,大石美絵,岡田堅二朗,吉澤翠","角地拓大,長友孝和,岡田堅二朗,大谷肇,宮西哲也,吉澤翠,三上喜子,川崎ゆたか,佐伯昭志","金正男,斉藤和也,清水勝祐,浅井昭人,林隆祥,山崎敦子,片山みゆき,劉雲留,岩崎たいすけ,野道佳代,北原章雄,高岡希一,西澤真也,松浦力","潮月一也,高橋しんや,杉田柊,中澤勇一,北原章雄,藤井俊郎,浜崎博嗣,名倉靖博,大梶博之,片山学,山口賢一,阿部厳一朗,玉川真吾,守岡英行,砂田茂樹,松本元気",,22,2032,2223,139,39
12,/subject/1428,鋼の錬金術師 FULLMETAL ALCHEMIST,TV,8.8,钢之炼金术师 FULLMETAL ALCHEMIST,入江泰浩,,,2009-04-05,大野木寛,BONES,"水上清資,大野木寛,土屋理敬,菅正太郎,津村米紀","富沢信雄,大原実,寺東克己,池添隆博,大久保政雄,佐藤清光,石平信司,大橋誉志光,タムラコータロー,難波日登志,矢野雄一郎,矢吹勉,十文字糺,福田道生,安藤真裕,寺岡巌,迫井政行,入江泰浩,三沢伸","田中孝行,友永和秀,三宅和男,小山田桂子,佐藤育郎,宮原秀二,石田暢,上田繁,博史池畠,内田信吾,末田宜史,荻原露光,池添隆博,筑紫大介,清水久敏,園田雅裕,佐藤清光,矢吹勉","橋本和紀,関口亮輔,滝口禎一,大城勉,竹知仁美,田中裕介,飯島弘也,原田峰文,柴田淳,青野厚司,堀川耕一,大貫健一,菅野宏紀,佐古宗一郎,鈴木勘太,野口寛明,白井裕美子,小林祐,小澤円,川上哲也,五月二一,畑智司,野田康行,永作友克,石野聡,塚本知代美,大城勝,古俣太一,安藤正浩","小木曽伸吾,水畑健二,伊藤秀次,土屋祐太,外崎春雄,阿部慎吾,近岡直,柴田勝紀,小松英司,川元利浩,瀬川真矢,赤井俊文,中村豊,杉浦幸次,羽山淳一,りょーちも,福島宏之,沈宏,林隆祥,岡田万衣子,桑名郁朗,寺岡巌,浅野直之,松林唯人,井川麗奈,滝口禎一,朴性厚,岩崎たいすけ,堀内博之,田代雅子,なかじまちゅうじ,木曽勇太,いまざきいつき,まじろ,仲盛文,胡拓磨,入江泰浩,秦綾子,宇佐美皓一,山口賢一,古俣太一,馬場充子,國行由里江,石川てつや,友永和秀,中澤勇一,夏目真悟,矢吹勉,崎山北斗,伊藤嘉之,奥田淳,田中宏紀,重田智,林勇雄,石原恵治,高橋賢,木村貴宏,亀田祥倫,横堀久雄,冨岡寛,栗田新一,新井淳,川上哲也,福岡英典,鴨川浩,菅野宏紀,北川隆之,山田誠,橋本浩一,小松勇輝,高橋しんや,光田史亮,原田大基,雨宮哲,米澤優,永作友克,若林信,松田宗一郎,砂川正和,大塚健,松島晃,藤井慎吾,小島崇史,吉原達矢,西田亜沙子,飯飼一幸,青木哲朗,道解慎太郎,沼田誠也,石野聡,やぐちひろこ,小田裕康,新井伸浩,佐古宗一郎,岩瀧智,佐々木貴宏,吉田徹,りぱ,黒田結花,安藤正浩,芳尾英明,山田憲一,小野田和由",丸山博雄,64,7708,9149,490,94
13,/subject/2907,銀河英雄伝説,OVA,8.8,银河英雄传说,,石黒昇,,2019-02-09,田原正利,"ケイファクトリー,キティ・フィルム","小西川博,遠藤明範,戸田博史,花園由宇保,首藤剛志,田原正利,柳川茂","清水恵蔵,岡嶋国敏,岡本達也,鈴木利正,島崎征宙,山崎茂,前島健一,渡部高志,夏木亮,浅見隆司,山田ひろし,花井信也,羽生頼仙,冨永恒雄,篠原俊哉,牧野行洋,ねこまたや,福富博,木村真一郎,奥田誠治,石黒昇,さかいあきお,鈴木幸雄,山田勝久,殿勝秀樹,向後知一,浦田保則,渡部英雄,井沢晴美,木宮茂,倉井さとし,横田和,福島宏之,真野玲,新井豊,柏木晴,元永慶太郎,湖川友謙,岡嶋国敏","真野玲,鈴木利正,横田和,山口美浩,山崎友正,羽生頼仙,北川正人,久米一成,川島宏,所俊克,岡本達也,上田芳裕,棚橋一徳,富沢和雄,浅見隆司,山田勝久,長尾粛,秦義人,山田ひろし,石黒昇,木村真一郎,黒田やすひろ,高木真司,上野史博,中村清,大関雅幸,さかいあきお,かとうだいち,木宮茂,木村哲,殿勝秀樹,ねこまたや,滑川悟,岡嶋国敏,松村やすひろ,熨斗谷充孝,矢崎しげる,岩本保雄,今泉賢一,向後知一,夏木亮,花井信也,前島健一,元永慶太郎,篠原俊哉,岡嶋国敏,金澤勝眞","野田卓雄,さかいあきお,西嶋信一郎,清水恵蔵,水畑健二,清山滋崇,青木哲朗,黄瀬和哉,鈴木伸一,ねこまたや,木下ゆうき,久米一成,本木久年,中村清,小田不二夫,須田正己,山本清,松田芳明,高橋英樹,伊藤秀樹,新井豊,松本文男,湖川友謙,松岡秀明,飯田宏義,北崎正浩,田中穣,池田裕治,中田雅夫,今泉賢一,舛舘俊秀,荒木英樹,日向正樹,前島健一,浜津武広,古川尚哉,茅野京子,戸田真一,下坂英男,山本径子,坂本修司,むらた雅彦","なかじまちゅうじ,金子秀一,福島喜晴,山根理宏,武内宣之,山川浩臣,そ～とめこういちろう,村田俊治,室井ふみえ,竹井正樹",,110,949,1039,255,83
14,/subject/110467,SHIROBAKO,TV,8.8,白箱,水島努,,,2014-10-09,横手美智子,P.A.WORKS,"浦畑達彦,吉田玲子,横手美智子","篠原俊哉,倉川英揚,湖山禎崇,駒井一也,畑博之,水島努,成田歳法,岡村正弘,許琮,柿本広大,かおり,平井義通,高村彰,菅沼芙実彦","倉川英揚,水島努,熨斗谷充孝,今泉賢一,菱川直樹,畑博之,許琮,横田一平,高島大輔,かおり,太田知章,平牧大輔,守岡博,菅沼芙実彦,湖山禎崇","深澤謙二,佐野陽子,松坂定俊,武田牧子,徐正徳,森島範子,しまだひであき,関口可奈味,竹田欣弘,宮川智恵子,川村夏生,鈴木理沙,川口千里,齊藤佳子,野田康行,秋山有希,渡辺佳奈子,酒井智史,神崎舞人,佐藤陽子,大東百合恵,川面恒介,朴允玉,容洪,今泉賢一,朱炫祐,熊田明子,西畑あゆみ","青木康哲,渡邊政治,井上俊之,石井百合子,玄馬宣彦,小出卓史,室井ふみえ","永谷敬之,堀川憲司,川瀬浩平",24,6837,7673,505,126
15,/subject/340,蟲師,TV,8.7,虫师,長濵博史,,,2005-10-22,長濵博史,ARTLAND,"伊丹あき,桑畑絹子,山田由香","成田歳法,長濵博史,桜井弘明,宮下新平,長峯達也,五十嵐卓哉,島村秀一,長井龍雪,そ～とめこういちろう,平松禎史,横田和,山崎理,山川吉樹,今泉賢一,大地丙太郎","今泉賢一,長濵博史,宮下新平,長峯達也,そ～とめこういちろう,横田和,山崎理,五十嵐卓哉,長井龍雪,成田歳法,真野玲","馬越嘉彦,加々美高浩,日向正樹,中村章子,田中将賀,杉光登,馬場充子,今泉賢一,西位輝実,結城信輝","加々美高浩,中村章子",,26,5347,6026,744,122
16,/subject/25961,Tom and Jerry,TV,8.7,猫和老鼠,,,,1965-09-25,,,,,,,,,161,2687,3650,91,38
17,/subject/3302,ヱヴァンゲリヲン新劇場版:破,剧场版,8.7,福音战士新剧场版：破,"摩砂雪,鶴巻和哉",庵野秀明,"中山勝一,小松田大全",2009-06-27,,khara,庵野秀明,"錦織敦史,庵野秀明,山本沙代,増井壮一,小松田大全,樋口真嗣,佐藤順一,中山勝一,鶴巻和哉,摩砂雪,橘正紀,合田浩章",庵野秀明,"本田雄,鈴木俊二,奥田淳,松原秀典","高倉武史,北田勝彦,横田匡史,田村篤,摩砂雪,髙田晃,前田明寿,松原秀典,鈴木俊二,田中達也,増尾昭一,鎌田晋平,小松田大全,奥田淳,鶴巻和哉,吉成曜,押山清高,向田隆,中山勝一,松田宗一郎,柿田英樹,今石洋之,錦織敦史,前田真宏,桑名郁朗,黄瀬和哉,高村和宏,庵野秀明,山下明彦,西尾鉄也,朝来昭子,合田浩章,古川良太,コヤマシゲト,碇谷敦,小西賢一,室井康雄,平田智浩,羽田浩二,平松禎史,すしお,林明美,本田雄,寺岡巌,橋本敬史,SUEZEN",,1,5861,7972,79,19
18,/subject/1270,ARIA The ORIGINATION,TV,8.7,水星领航员 第三季,佐藤順一,,布施木一喜,2008-01-07,佐藤順一,Hal Film Maker,"布施木一喜,浦畑達彦,吉田玲子,藤咲あゆな,竹下健一","布施木一喜,和田高明,竹下健一,佐藤順一,伊藤達文,井上英紀","和田高明,布施木一喜,佐藤順一,筑紫大介,伊藤達文,井上英紀","藤本さとる,和田高明,杉本功,伊藤郁子,井上英紀,音地正行,門之園恵美,上田幸一郎,森田史","追崎史敏,鈴木俊二,伊藤郁子,井上英紀,原田大基,和田高明",,14,1173,1490,189,39
19,/subject/238,イノセンス,剧场版,8.6,攻壳机动队2 无罪,押井守,,,2004-03-06,,Production I.G,押井守,押井守,"西久保瑞穂,楠美直子","沖浦啓之,黄瀬和哉,西尾鉄也","黄瀬和哉,沖浦啓之,大久保徹,小西賢一,竹内敦志,名倉靖博,永島明子,中村章子,浅野恭司,江村豊秋,中村光宣,Theresia Whinkler,伊藤嘉之,水村良男,井上俊之,本田雄,安藤雅司,亀井幹太,井上鋭,大平晋也,伊東伸高,山下将仁,小松田大全,西尾鉄也,新井浩一,伊藤秀次,堀内博之,平松禎史,竹内志保,森田宏幸,橋本晋治,河口俊夫,藤田しげる,うつのみや理","鈴木敏夫,西沢正智",1,2531,3378,63,11
20,/subject/839,PERFECT BLUE,剧场版,8.6,蓝色恐惧,今敏,,,1998-02-28,,MADHOUSE,村井さだゆき,,松尾衡,濱洲英喜,"二村秀樹,橋本晋治,野田卓雄,新川信正,藤田しげる,本田雄,山下高明,新井浩一,中山勝一,松原秀典,垪和等,浜崎博嗣,鈴木美千代,森田宏幸,川名久美子,栗尾昌宏,山田誠",丸山正雄,1,2628,3333,59,15
21,/subject/770,天元突破グレンラガン,TV,8.6,天元突破 红莲螺岩,今石洋之,,大塚雅彦,2007-04-01,中島かずき,GAINAX,"中島かずき,山口宏,砂山蔵澄,大塚雅彦,佐伯昭志","木村隆一,貞方希久子,中山勝一,中村哲治,富田浩章,平松禎史,板垣伸,今石洋之,小林治,鶴巻和哉,佐伯昭志,木村哲,摩砂雪,大塚健,大塚雅彦","吉田徹,山口頼房,佐伯昭志,孫承希,板垣伸,富田浩章,横山彰利,下司泰弘,中山勝一,小林治,岩崎太郎,大塚雅彦,篠原俊哉,博史池畠,今石洋之,木村隆一,山賀博之","小田剛生,向田隆,中村章子,錦織敦史,平田雄三,高村和宏,貴志夫美子,小林治,貞方希久子,雨宮哲,すしお,阿部慎吾,今石洋之,石原満,柴田由香,芳垣祐介,久保田誓,平松禎史,林明美,西山忍,近岡直","白石亜由美,押山清高,小田剛生,佐々木啓悟,阿部厳一朗,中村章子,芳垣祐介,向田隆,いまざきいつき,沼田誠也,奥野浩行,錦織敦史,赤井俊文,松本憲生,菊田幸一,宮沢康紀,阿部慎吾,りょーちも,林祐己,すしお,馬場充子,石浜真史,高村和宏,夏目真悟,大塚健,吉成曜,三輪和宏,菅沼栄治,平松禎史,貞本義行,伊藤嘉之,西位輝実,今石洋之,松田宗一郎,岡勇一,雨宮哲,碇谷敦,馬越嘉彦,乘田拓茂,沓名健一,小島大和,高見明男,寺野勇樹,江面久,林明美",赤井孝美,27,4741,5756,442,116
22,/subject/3375,涼宮ハルヒの消失,剧场版,8.6,凉宫春日的消失,武本康弘,石原立也,,2010-02-06,,京都アニメーション,"志茂文彦,谷川流","武本康弘,高雄統子,石原立也","内海紘子,高雄統子,坂本一也,山田尚子,北之原孝將,米田光良","門脇未来,池田和美,高橋博行,高橋真梨子,秋竹斉一,植野千世子,堀口悠紀子","北之原孝將,瀬崎利恵,高雄統子,石立太一,池田晶子,木上益治,内藤直,佐藤達也,山田尚子",伊藤敦,1,7993,10294,166,42
23,/subject/10380,STEINS;GATE,TV,8.5,命运石之门,"佐藤卓哉,浜崎博嗣,小林智樹","佐藤卓哉,浜崎博嗣",,2011-04-06,花田十輝,WHITE FOX,"林直孝,根元歳三,横谷昌宏,花田十輝","サトウシンジ,村川健一郎,おざわかずひろ,小林智樹,若林漢二,池田重隆,小林常夫,佐藤卓哉,浜崎博嗣,加藤敏幸","佐藤卓哉,池田重隆,若林漢二,下田久人,平向智子,小林公二,美甘義人,小林智樹,土屋浩幸,浜崎博嗣,おざわかずひろ,立川譲","坂井久太,吉井弘幸,新井伸浩,武本大介,山本善哉,稲吉朝子,泉保良輔","久行宏和,佐藤利幸,伊藤良太,坂井久太,碇谷敦,大石美絵,越智信次,冨岡寛",,25,11613,13746,562,211
24,/subject/311,千と千尋の神隠し,剧场版,8.5,千与千寻,宮崎駿,,,2001-07-20,,スタジオジブリ,宮崎駿,,,"安藤雅司,賀川愛,高坂希太郎,片塰満則","橋本晋治,芳尾英明,森久司,山下明彦,二木真希子,武内宣之,古屋勝悟,濱洲英喜,松瀬勝,田中敦子,山田憲一,稲村武志,大平晋也,山森英司,百瀬義行,小野田和由,山川浩臣,大杉宜弘","鈴木敏夫,奥田誠治",1,7536,10321,45,16
25,/subject/124341,ARIA The AVVENIRE,OVA,8.7,水星领航员 The AVVENIRE,佐藤順一,,名取孝浩,2015-09-26,佐藤順一,ゆめ太カンパニー,吉田玲子,,,,"阿蒜晃士,和田高明",,3,567,725,70,13
26,/subject/840,千年女優,剧场版,8.5,千年女优,今敏,,,2019-02-09,,MADHOUSE,"村井さだゆき,今敏",,松尾衡,"本田雄,井上俊之,濱洲英喜,小西賢一,古屋勝悟","熊谷哲矢,堀内博之,中山勝一,古屋勝悟,小西賢一,鈴木美千代,清水洋,西尾鉄也,新井浩一,菊池聡延,三原三千夫,濱洲英喜,井上俊之,大塚伸治,宮沢康紀",,1,3485,4489,79,9
27,/subject/1962,大闹天宫,剧场版,8.6,大闹天宫,"万籁鸣,唐澄",,,2019-02-09,,,"李克弱,万籁鸣",,,,,,1,2099,3037,22,33
28,/subject/106207,蟲師 続章 第2クール,TV,8.6,虫师 续章 第2期,長濵博史,,,2014-10-18,長濵博史,ARTLAND,長濵博史,"大地丙太郎,長濵博史,桜井弘明,そ～とめこういちろう","布施康之,木村泰大,大久保富彦","馬場充子,飯飼一幸,馬越嘉彦,安彦英二,佐藤浩一,津熊健徳,西位輝実,関口雅浩","馬場充子,西位輝実,青木康哲,大久保富彦,佐藤浩一,馬越嘉彦,安彦英二,杉光登,田中将賀",,10,1568,2042,162,36
29,/subject/848,ハチミツとクローバー II,TV,8.5,蜂蜜与四叶草II,長井龍雪,,,2006-06-29,黒田洋介,J.C.STAFF,黒田洋介,"大畑清隆,高田耕一,鵜飼ゆうき,浅野勝也,長井龍雪,福田道生","武山篤,池端隆史,浅野勝也,福田道生,長井龍雪,高島大輔,鈴木洋平,秋田谷典昭,佐々木皓一,上田繁","兵渡勝,加藤万由子,吉田隆彦,中野彰子,梶谷光春,井嶋けい子,川田剛,住本悦子,福田道生,都築裕佳子,野村芙沙子","竹内哲也,矢向宏志,福島喜晴,岡勇一,光田史亮,冨岡寛,大塚舞,吉田徹,島村秀一,石原恵治",,12,2219,2828,186,50
30,/subject/847,ハチミツとクローバー,TV,8.5,蜂蜜与四叶草,カサヰケンイチ,,,2005-04-14,黒田洋介,J.C.STAFF,黒田洋介,"橘秀樹,鈴木行,高田耕一,山下祐,福田道生,谷口悟朗,舛成孝二,カサヰケンイチ,高島大輔,中山勝一,小平進,狩生豊,三浦辰夫,近藤日葉","吉本毅,安藤健,湖山禎崇,まつもとよしひさ,橘秀樹,長井龍雪,カサヰケンイチ,舛成孝二,高島大輔,中山勝一,山田一夫,清水一伸","吉田隆彦,山下祐,舛田裕美,相坂ナオキ,梶谷光春,橘秀樹,小川浩司,井嶋けい子,櫻井親良,杉本功,河野真貴,住本悦子,島村秀一,竹内哲也,宮脇千鶴,岡野幸男,都築裕佳子,石原恵治,矢上孝一","冷水由紀絵,竹内哲也,矢向宏志,夏目真悟,石浜真史,大塚舞,吉田徹,杉本功,寺尾洋之,岡勇一,高木弘樹,福島喜晴,櫻井親良,浅野勝也,長町英樹,橘秀樹,常盤健太郎,千葉崇洋,橋本敬史,山下祐",,24,3081,3673,433,129
31,/subject/92705,蟲師 続章,TV,8.5,虫师 续章,長濵博史,,,2014-04-04,長濵博史,ARTLAND,長濵博史,"長濵博史,そ～とめこういちろう","長濵博史,下司泰弘,そ～とめこういちろう,木村延景","馬越嘉彦,加々美高浩,馬場充子,杉光登,西位輝実,安彦英二","飯飼一幸,加々美高浩,白井伸明",,12,2056,2499,233,53
32,/subject/254,サムライチャンプルー,TV,8.5,混沌武士,渡辺信一郎,,,2004-05-19,,Manglobe,"小原信治,佐藤大,杉良太,信本敬子,待田堂子,渡辺信一郎,中澤一登,高木聖子","今石洋之,赤根和樹,中澤一登,片山一良,村瀬修功,近藤日葉,岡村天斎,大橋誉志光,山本沙代,増井壮一,米たにヨシトモ,須永司,渡辺信一郎,横山彰利","山本沙代,渡辺信一郎,吉本毅,熨斗谷充孝,村瀬修功,吉村章,遠藤広隆,中澤一登,井之川慎太郎,三好正人,横山彰利,笹嶋啓一,恒松圭","山田正樹,中本尚子,鈴木卓也,伊東伸高,石井ゆみこ,竹内進二,山下喜光,谷口守泰,清水貴子,鈴木竜也,中澤一登","安彦英二,髙田晃,室井ふみえ,江本正弘,中谷誠一,西山忍,中島美子,木下由美子,高井浩一,武本大介,若野哲也,五反孝幸,鈴木卓也,中澤一登,小森秀人,後藤圭二,鈴木典光,大川原保豪,小池健,阿部慎吾,鈴木竜也,吉田泰三,向田隆,堀剛史,山田正樹,加藤里香,小渕陽介,佐々木洋平,いがりたかし,横山彰利,熊膳貴志,寺岡巌,光田史亮,中澤勇一,原田大基,大下知之,舛田裕美,又賀大介,深澤学,竹内進二,寺野勇樹,森田岳士,阿部美佐緒,伊東伸高,海堂ヒロユキ,橋本晋治,村瀬修功,塩谷直義,湯浅政明,小松英司,亀井幹太,村松尚雄,山下喜光,堀井伸雄",,26,3356,3912,383,70
33,/subject/298,天空の城ラピュタ,剧场版,8.5,天空之城,宮崎駿,,,1986-08-02,,スタジオジブリ,宮崎駿,,,丹内司,"江村豊秋,二木真希子,篠原征子,遠藤正明,福田忠,櫻井美知代,丹内司,友永和秀,鍋島修,金田伊功,名倉靖博,大塚伸治,近藤勝也,賀川愛,川崎博嗣,高坂希太郎,前田真宏,山川浩臣,河口俊夫",高畑勲,1,4941,6781,80,13
