,链接,名字,放送类型,评分,中文名,导演,总导演,副导演,放送时间,系列构成,制作公司,脚本,分镜,演出,作画监督,原画,制片人,总集数,评分人数,看过,搁置,弃坑
178,/subject/242,時をかける少女,剧场版,8.0,穿越时空的少女,細田守,,伊藤智彦,2006-07-15,,MADHOUSE,"奥寺佐渡子,筒井康隆",,,"青山浩行,久保田誓,石浜真史","名倉靖博,長谷川眞也,清水洋,向田隆,松竹徳幸,澤田英彦,りょーちも,宮沢康紀,西田達三,野田卓雄,坂崎忠,川口隆,和田高明,福田道生,関口可奈味,植田均,森久司,藤田しげる,山下高明,新川信正,亀井幹太",,1,5878,7683,99,14
179,/subject/980,BLACK LAGOON The Second Barrage,TV,8.0,黑礁 The Second Barrage,片渕須直,,川村賢一,2006-10-02,片渕須直,MADHOUSE,片渕須直,"阿保孝雄,香月邦夫,片渕須直,平木耕一郎,中村亮介","片渕須直,鈴木孝典,川村賢一,下田久人,室井ふみえ,吉本毅,香月邦夫,阿保孝雄,岡本英樹,金澤洪充","香月邦夫,今村大樹,奥田佳子,筱雅律,柳伸亮,井上英紀,そえたかずひろ,阿部望,日向正樹,斉藤和也,朝来昭子,渡辺純子,立石聖,浦谷千恵,室井ふみえ,森前和也,木村雅広,Kim Ki Doo,森田岳士","宮沢康紀,林祐己,浦谷千恵,朝来昭子,阿部望,井上英紀",,12,2337,3133,134,20
180,/subject/1940,カードキャプターさくら,TV,8.0,魔卡少女樱,浅香守生,,,1998-04-07,大川七瀬,MADHOUSE,"大川七瀬,大久保智康,小川智子,石井博士,金子二郎","政木伸一,坂田純一,中西伸彰,小島正幸,浅香守生,神戸守,松尾衡,尾藤悠紀,水野和則,西村聡,さかいあきお,阿蒜晃士,まついひとゆき,蛟イチロー,北尾勝,片渕須直,高柳滋仁,藪下昌二,山口頼房,佐藤雄三,寺東克己,平塚住雄","政木伸一,さかいあきお,三笠修,佐伯昭志,坂田純一,高瀬節夫,中野頼道,田中洋之,ながはまのりひこ,真野玲,北尾勝,神戸守,まついひとゆき,八谷賢一,安藤健,藪下昌二,浅香守生,片渕須直,高柳滋仁,中西伸彰,はしもとなおと,水野和則,三家本泰美,山口頼房,冨永恒雄","君塚勝教,郷敏治,竹内啓,古賀誠,高村和宏,高橋久美子,嶋津郁雄,藤田まり子,濱田邦彦,春日井浩之,桜井邦彦,竹田欣弘,阿部恒,岩井優器,中原清隆,北尾勝","福島喜晴,野田卓雄,斉藤哲人,鈴木典光,坂井久太,朝来昭子",,70,4011,5451,228,56
181,/subject/440,スクールランブル,TV,8.0,校园迷糊大王,高松信司,,,2004-10-05,ときたひろこ,スタジオコメット,"ときたひろこ,江夏由結,高橋ナツコ,丸尾みほ,金春智子,吉田玲子","石踊宏,三沢伸,長濵博史,江上潔,高柳哲司,佐藤昌文,まつみゆう,高松信司,麦野アイス,濁川敦","濁川敦,長濵博史,真野玲,高松信司,渡辺健一郎,西村大樹,江島泰男,三沢伸,石踊宏,高柳哲司,佐藤昌文,上野史博,金﨑貴臣","谷口守泰,渡辺はじめ,日向正樹,山縣亜紀,飯飼一幸,木下由美子,細越裕治,白井伸明,梶浦紳一郎,飯田清貴,原由美子,野田康行,鈴木伸一","時永宜幸,一居一平,恩田尚之",東不可止,26,2060,2655,238,57
182,/subject/80864,スペース☆ダンディ,TV,8.0,太空丹迪,夏目真悟,渡辺信一郎,,2014-01-05,,BONES,"佐藤大,渡辺信一郎,うえのきみこ,円城塔,大河内一楼,信本敬子","EunYoung Choi,高橋敦史,林明美,平田敏夫,山本沙代,難波日登志,夏目真悟,谷口悟朗,清水洋,宮地昌幸,浜崎博嗣,三原三千夫","奥野浩行,宮地昌幸,EunYoung Choi,夏目真悟,林明美,三原三千夫,山本沙代,三好正人,外山草,清水洋,佐藤育郎,浜崎博嗣,嵯峨敏","霜山朋久,千羽由利子,清水洋,橋本誠一,三原三千夫,森久司,奥野浩行,青山浩行,押山清高,岸友洋,久保田誓,小田剛生,中田栄治","小島崇史,西田達三,森久司,中村豊,中田栄治,篠田知宏,道解慎太郎,鹿間貴裕,高瀬智章,小笠原真,Bahi JD,伊藤秀次,平松禎史,小田剛生,本田雄,田中敦子,田代雅子,藤沢研一,金井次郎,川口隆,森賢,浦谷千恵,桑名郁朗,田中宏紀,久貝典史,橋本誠一,尾崎和孝,佐々木守,向田隆,押山清高,丸加奈子,河野恵美,渡邊啓一郎,藤井慎吾,朴性厚,川名久美子",井上裕香子,13,1807,2140,235,104
183,/subject/767,空の境界 第三章 痛覚残留,剧场版,8.0,空之境界 第三章 痛觉残留,小船井充,,,2008-02-09,,ufotable,平松正樹,,,"須藤友徳,小船井充","高橋タクロヲ,松田宗一郎,大塚健,木村豪","針生雅行,近藤光,岩上敦宏",1,4578,6509,44,6
184,/subject/4038,Les triplettes de Belleville,剧场版,8.1,疯狂约会美丽都,Sylvain Chomet,,,2003-06-11,,,Sylvain Chomet,,,,,,1,307,391,11,15
185,/subject/1976,精霊の守り人,TV,8.0,精灵守护者,神山健治,,吉原正行,2007-04-07,神山健治,Production I.G,"岡田俊平,檜垣亮,菅正太郎,櫻井圭記,神山健治","錦織博,石山タカ明,吉原正行,河野利幸,京田知己,橘正紀,別所誠人,笹木信作,佐山聖子,新留俊哉,横山彰利,増井壮一,神山健治","橘正紀,増井壮一,吉原正行,佐山聖子,京田知己,高橋幸雄,河野利幸,ながはまのりひこ,柿本広大,初見浩一,山崎浩司,上田繁,鹿島典夫,新留俊哉","窪田康高,丸山宏一,飯野利明,小谷杏子,大久保徹,熊谷哲矢,山中正博,井川麗奈,りぱ,中村悟,近藤圭一,杉光登,石川健介,飯島弘也,後藤隆幸,馬越嘉彦","千葉崇明,大久保徹,篠田知宏,中村悟,京極義昭,りょーちも,江面久,井川麗奈,砂田茂樹,吉田徹,古川尚哉,堀内博之,茂木信二郎,細田直人,千葉崇洋,岩瀧智,柴山智隆,道解慎太郎",,26,938,1124,143,39
186,/subject/8986,クレヨンしんちゃん 嵐を呼ぶ モーレツ!オトナ帝国の逆襲,剧场版,8.2,蜡笔小新 呼风唤雨！大人帝国的反击,原恵一,,,2001-04-21,,シンエイ動画,原恵一,"水島努,原恵一",,"間々田益男,堤規至,原勝徳","和泉絹子,木上益治,中川航,細居美恵子",,1,256,372,8,5
187,/subject/100444,四月は君の嘘,TV,8.0,四月是你的谎言,イシグロキョウヘイ,,,2014-10-09,吉岡たかを,A-1 Pictures,吉岡たかを,"石井俊匡,神戸守,井端義秀,柴山智隆,中村章子,後藤圭二,黒木美幸,倉田綾子,イシグロキョウヘイ,朝倉カイト,石浜真史","倉田綾子,イシグロキョウヘイ,間島崇寛,福島利規,井端義秀,黒木美幸,石井俊匡,河野亜矢子,柴山智隆,中村章子,髙橋英俊,岩田和也,原田孝宏,矢嶋武,石浜真史,小島崇史,川越崇弘,こさや","小泉初栄,長森佳容,小島崇史,門之園恵美,三木俊明,伊藤香織,加藤万由子,小林恵祐,河合拓也,牧田昌也,野々下いおり,薗部あい子,林隆祥,山田真也,高野綾,時永宜幸,愛敬由紀子,髙田晃,浅賀和行","濱口明,浅賀和行,田中将賀,小島大和,奥居久明,小笠原真,愛敬由紀子,小島崇史,小松麻美,中村亮介,中川洋未,高瀬智章,河野恵美,高野綾,細居美恵子,中村颯,末澤慧,時永宜幸,西井涼輔,柴山智隆","植田益朗,清水賢治,木村誠,福島祐一",22,5198,6189,454,273
188,/subject/515,機動戦艦ナデシコ,TV,8.1,机动战舰,佐藤竜雄,,桜井弘明,1996-10-01,會川昇,XEBEC,"佐藤竜雄,會川昇,荒川稔久,首藤剛志,あかほりさとる,川崎ヒロユキ,堺三保","中津環,中原れい,日下直義,志田ただし,佐藤竜雄,川崎逸朗,加戸誉夫,藤本義孝,桜井弘明,大畑清隆,羽原信義","織田美浩,中津環,杉島邦久,水島精二,勝亦祥視,羽原信義,佐藤竜雄,南康宏,大畑清隆,日下直義,桜井弘明,星合貴彦","池上太郎,羽原信義,門之園恵美,石井明治,前田明寿,後藤圭二,山岡信一,平岡正幸,江上夏樹,浜崎賢一","後藤圭二,武藤公春,浜崎賢一,加藤はつえ,門之園恵美,黄瀬和哉,実原登,鎌田祐輔,矢花馨,金子匡邦,関崎高明,坂崎忠,諏訪昌夫,佐藤修,和田高明,石井明治,高見明男,山岡信一,川田剛,勝亦祥視,新野量太,植田実,かおり,中島利洋,中野剛,亀井治,江森真理子,二瓶勇一,内田孝,桜井正明,竹内進二,前田明寿,谷津美弥子,大浪太,牟田清司,谷口繁則,松田宗一郎,関口可奈味,長森佳容,苫政三,兵渡勝,石原満,杉江敏治,佐藤哲也,名和宗則,吉本拓二,池上太郎,小原太一郎,大塚健,伊藤岳史,小松原一男,羽原信義,飯飼一幸,佐藤雅弘",,26,813,1009,79,32
189,/subject/187276,ノーゲーム・ノーライフ ゼロ,剧场版,8.0,NO GAME NO LIFE 游戏人生 ZERO,いしづかあつこ,,,2017-07-15,,MADHOUSE,花田十輝,"浅香守生,松村政輝,いしづかあつこ,渡邉こと乃","松村政輝,いしづかあつこ","日向正樹,山崎敦子,髙炅楠,田中志穂","戸倉紀元,野田卓雄",田中翔,1,2656,3423,48,24
190,/subject/799,ef - a tale of memories.,TV,8.0,悠久之翼,大沼心,,,2007-10-06,高山カツヒコ,SHAFT,高山カツヒコ,"大沼心,宮崎修治,島津裕行,草川啓造,新房昭之,森義博,石倉賢一,上坪亮樹","飯村正之,北川正人,宮崎修治,森義博,上坪亮樹,高島大輔,大沼心,石倉賢一","杉山延寛,宮崎修治,沼津雅人,田畑昭,伊藤良明,潮月一也,西田美弥子,清水慶太,田中穣,古川英樹,玉木慎吾","竹井正樹,今村亮,佐野恵一,阿部厳一朗",シバタミツテル,12,3097,3987,272,67
191,/subject/443,のだめカンタービレ,TV,8.0,交响情人梦,カサヰケンイチ,,,2007-01-11,金春智子,J.C.STAFF,"土屋理敬,丸尾みほ,横谷昌宏,金春智子","湖山禎崇,錦織博,上原秀明,小寺勝之,鵜飼ゆうき,カサヰケンイチ,福田道生,高田耕一,三浦辰夫,鈴木洋平","鈴木洋平,高島大輔,上原秀明,湖山禎崇,上田繁,西村博昭,秋田谷典昭,橋本敏一,桜美かつし","井本由紀,飯飼一幸,菊池聡延,鷲田敏弥,中山由美,梶谷光春,島村秀一,小野和寛,川田剛,岸友洋,野崎麗子,矢上孝一,加藤万由子,野村芙沙子,都築裕佳子,兵渡勝,木本茂樹","夏目真悟,福島喜晴,大木良一,下谷智之,島村秀一,冷水由紀絵,竹内哲也",,23,1650,2104,163,57
192,/subject/2463,デュラララ!!,TV,8.0,无头骑士异闻录,大森貴弘,,川面真也,2010-01-07,高木登,Brain's Base,"吉永亜矢,高木登,村井さだゆき,太田愛,根元歳三","川面真也,寺東克己,今掛勇,松尾衡,梅本唯,名村英敏,上坪亮樹,大畑清隆,福島宏之,大森貴弘","篠幸裕,市村徹夫,山本天志,松田清,八瀬祐樹,古谷田順久,梅本唯,近藤一英,川面真也,山﨑みつえ,馬場誠","髙田晃,藪野浩二,番由紀子,小倉典子,飯田宏義,奥野治男,たむらかずひこ,中野圭哉,伊藤秀樹,岸友洋,倉狩真吾,ふくだのりゆき,田中織枝,中村深雪,青野厚司,久木晃嗣","滝山真哲,足立慎吾,岡真里子,小美野雅彦,碇谷敦,奥野浩行,遠藤大輔,中野圭哉,小島崇史,田中良,西澤晋",丸山博雄,26,7491,9064,606,184
193,/subject/82233,ひだまりスケッチ 沙英・ヒロ 卒業編,OVA,8.1,向阳素描 沙英・寻 毕业篇,新房昭之,,,2019-02-09,長谷川菜穂子,SHAFT,長谷川菜穂子,,新房昭之,西田美弥子,"潮月一也,伊藤良明,山田有慶,今村亮,阿部厳一朗,松本元気","小林宏之,田中潤一朗",2,313,439,29,11
194,/subject/13552,機動警察パトレイバー NEW OVA,OVA,8.2,机动警察 NEW OVA,吉永尚之,,,2019-02-09,伊藤和典,サンライズ,"横手美智子,出渕裕,有栖ひばり,押井守,伊藤和典","知吹愛弓,出渕裕,青木康直,吉永尚之,土器手司","青木康直,元永慶太郎,浦田保則,原田奈々,菱川直樹","高見明男,高木弘樹","高木弘樹,松本憲生,鶴巻和哉,高見明男,石井明治,松田宗一郎",,16,208,272,16,10
195,/subject/1937,無限のリヴァイアス,TV,8.0,无限的未知,谷口悟朗,,,1999-10-06,黒田洋介,サンライズ,"黒田洋介,竹田裕一郎","吉本毅,大橋誉志光,西山明樹彦,やまざきかずお,杉島邦久,北村真咲,山中英治,池田成,谷口悟朗","北村真咲,杉島邦久,西山明樹彦,大橋誉志光,北川正人,吉本毅,谷口悟朗","門智昭,西田亜沙子,斎藤久,寺岡巌,杉光登,吉田徹,鈴木竜也,植田洋一","平井久司,玄馬宣彦,寺岡巌",東不可止,26,817,962,141,41
196,/subject/233,空の境界 第一章 俯瞰風景,剧场版,8.0,空之境界 第一章 俯瞰风景,あおきえい,,,2007-12-01,,ufotable,平松正樹,あおきえい,あおきえい,"須藤友徳,高橋タクロヲ","小田嶋瞳,阿部望,国弘昌之,木村豪,三浦貴博,碇谷敦,崎山北斗,安田慎介","岩上敦宏,針生雅行,近藤光",1,4932,6958,45,10
197,/subject/18624,輪るピングドラム,TV,8.0,回转企鹅罐,幾原邦彦,,山﨑みつえ,2011-07-07,"伊神貴世,幾原邦彦",Brain's Base,"伊神貴世,金子伸吾,幾原邦彦,古川知宏","相澤昌弘,金子伸吾,柴田勝紀,松本淳,後藤圭二,山﨑みつえ,中村章子,林明美,幾原邦彦,山内重保,古川知宏,武内宣之","柴田勝紀,山﨑みつえ,相澤昌弘,そ～とめこういちろう,後藤圭二,福島利規,金子伸吾,山内重保,中村章子,林明美,市村徹夫,武内宣之,幾原邦彦","柴田勝紀,馬場充子,中村章子,薗部あい子,加々美高浩,相澤昌弘,林明美,後藤圭二,西位輝実,武内宣之,楠本祐子","丸山修二,中野圭哉,冨岡寛,長坂慶太,阿蒜晃士,西尾鉄也,林明美,大田和寛,馬場充子,長谷川眞也,奥野浩行,矢向宏志,細田直人,馬越嘉彦,後藤圭二,相澤昌弘,武内宣之,西位輝実,亀田祥倫,赤井俊文,羽山淳一,すしお,田中ちゆき,柴田由香,富岡隆司,一居一平,石田慶一,加々美高浩,柴田勝紀,中村章子,吉原達矢,小島崇史,三木達也,西垣庄子,光田史亮,浦上貴之","池田慎一,丸山博雄",24,5517,5720,663,294
198,/subject/9005,ドラゴンボールZ,TV,8.0,龙珠Z,西尾大介,,,1989-04-26,小山高生,東映アニメーション,"菅良幸,吉田玲子,あかほりさとる,井上敏樹,戸田博史,久保田雅史,照井啓司,植竹須美男,松井亜弥,隅沢克之,前川淳","青嶋克己,橋本みつお,小坂春女,上田芳裕,葛西治,菊地一仁,西尾大介,竹之内和久,山内重保","上田芳裕,芝田浩樹,西尾大介,細田雅弘,橋本みつお,岡崎稔,藤瀬順一,竹之内和久,菊地一仁,葛西治,今村隆寛,門田英彦,山内重保","内山正幸,進藤満尾,前田実,宮原直樹,服部一郎,増永計介,石川晋吾,竹内留吉,島貫正弘,北條直明,海老沢幸男,佐藤正樹,中鶴勝祥,青嶋克己,袴田裕二,山室直儀,久田和也","志田直俊,馬越嘉彦,玉川明洋,菅野利之,増永計介,吉川博明,細田守,佐藤正樹,動画工房,岩根雅明,山室直儀,吉原正行,佐藤雅将,倉田綾子",,291,1160,1676,59,29
199,/subject/307,紅の豚,剧场版,8.0,红猪,宮崎駿,,,1992-07-18,,スタジオジブリ,宮崎駿,,,"賀川愛,河口俊夫","磯光雄,清水洋,箕輪博子,安藤雅司,芳尾英明,遠藤正明,山田憲一,前田真宏,田中敦子,大平晋也,金田伊功,近藤喜文,百瀬義行,大塚伸治,近藤勝也,二木真希子,吉田健一",鈴木敏夫,1,1699,2342,39,13
200,/subject/292,DARKER THAN BLACK -黒の契約者-,TV,8.0,DARKER THAN BLACK -黑之契约者-,岡村天斎,,,2007-04-05,"岡村天斎,菅正太郎",BONES,"菅正太郎,野村祐一,砂山蔵澄,岡村天斎,大西信介","五十嵐卓哉,石平信司,もりたけし,京田知己,小寺勝之,松尾慎,岡村天斎,大原実,金子伸吾","恒松圭,岡村天斎,鳥羽聡,千葉大輔,安斎剛文,平向智子,久保山英一,山本秀世,金子伸吾","桑名郁朗,松井理和子,小森高博,松崎正,永井達郎,石井百合子,武本大介,倉狩真吾,寺田嘉一郎,工藤糸織,小平佳幸,工藤裕加,根岸宏行,芝美奈子,樋口聡美,村井孝司,高橋久美子,飯野利明,宇佐美皓一,小森秀人,長谷部敦志","なかじまちゅうじ,石井明治,下谷智之,川上哲也,小田嶋瞳,高橋しんや,石井百合子,沼田誠也,和田高明,石原恵治,堀内博之,足立慎吾,飯飼一幸",丸山博雄,26,4918,6278,418,82
201,/subject/3166,超時空要塞マクロス,TV,8.0,超时空要塞,石黒昇,,,1982-10-03,松崎健一,タツノコプロ,"石黒昇,富田祐弘,星山博之,松崎健一,河森正治,大野木寛","高山文彦,三家本泰美,河森正治,山賀博之,知吹愛弓,西森章,山田勝久,石黒昇,康村諒,秋山勝仁","吉田浩,田中宏之,高山文彦,秋山勝仁,山賀博之,石黒昇,康村諒,笠原達也","しまだひであき,美樹本晴彦,板野一郎,平野俊貴,鈴木英二","栫裕,門上洋子,鄭雨英,山川浩臣,しまだひであき,多賀かずひろ,板野一郎,香川浩,山崎茂",,36,720,939,133,45
202,/subject/211311,DEVILMAN crybaby,WEB,8.0,恶魔人 crybaby,湯浅政明,,,2018-01-05,,サイエンスSARU,大河内一楼,"篠原啓輔,柴田勝紀,湯浅政明,霜山朋久,Juan Manuel Laguna,押山清高,許平康,Abel Gongora","小島崇史,吉田徹,霜山朋久,押山清高,篠原啓輔,種村綾隆,湯浅政明,柴田勝紀","武本大介,服部憲知,押山清高,上竹哲郎,小島崇史,佐々木一浩,はっとりますみ,青野厚司,川妻智美,霜山朋久,西垣庄子,和田直也,挽本敦子,小畑賢,小林優子","村上泉,霜山朋久,倉島亜由美,押山清高,渡邊啓一郎,中澤勇一,ちな,金子雄人,朴性厚,羊廷牧,竹内哲也,和田直也,西垣庄子,橋本敬史,伍柏諭,丸加奈子,小島崇史,湯浅政明,松本憲生,五十嵐海",,10,2572,3101,115,43
203,/subject/77480,銀の匙 Silver Spoon 第2期,TV,8.0,银之匙 Silver Spoon 第二季,出合小都美,,,2014-01-09,岸本卓,A-1 Pictures,岸本卓,"出合小都美,大橋誉志光,藤森雅也,下司泰弘,江崎慎平,柴山智隆,岡佳広,神戸洋行","下司泰弘,神戸洋行,出合小都美,柴山智隆,曽我準,根岸宏樹,西片康人,青柳宏宜,安藤健,町谷俊輔","伊藤公規,田中織枝,戸谷賢都,佐藤友子,藤森雅也,猪口美緒,小林ゆかり,徳野悠我,蘇武裕子,古住千秋,須藤智子,桝井一平,中井準,五反孝幸","松本顕吾,加々美高浩,黄成希,伊藤公規,細居美恵子,中野圭哉,戸谷賢都,鴨居知世",,11,2249,2832,130,54
204,/subject/150490,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,TV,8.0,JOJO的奇妙冒险 不灭钻石,"津田尚克,加藤敏幸",,ソエジマヤスフミ,2016-04-01,小林靖子,david production,"小林靖子,ふでやすかずゆき,ヤスカワショウゴ,猪爪慎一,加藤敏幸","嶌田惣一,長田絵里,津田尚克,追崎史敏,古川順康,永居慎平,吉田泰三,ソエジマヤスフミ,加藤敏幸,藤本ジ朗,吉田隆彦,玉村仁,高村雄太,西澤晋","松林唯人,高村雄太,嶌田惣一,江島泰男,長田絵里,Kim Min-sun,古川順康,西島圭祐,村田光,藤本ジ朗,加藤敏幸,江副仁美,光田史亮,玉村仁,ソエジマヤスフミ,朝木幸彦,津田尚克,吉田隆彦,波多正美","宝谷幸稔,芦谷耕平,ムラオミノル,Kim Eun seon,棚澤隆,西位輝実,馬場充子,小林亮,大高雄太,才木康寛,Lee Min Bae,Kim Bo-kyeong,飯飼一幸","小澤和則,佐藤利幸,津熊健徳,黒崎隼人,鈴木勘太,井元一彰,和田高明,豊田暁子,雨宮英雄,竹本佳子,小谷杏子,三好和也,増田信博,中澤勇一,松本文男,林隆祥,伊藤達文,加藤照代,馬越嘉彦,富岡隆司,棚澤隆,芦谷耕平,山村俊了,西位輝実,井野真理恵,高井浩一,渡部由紀子,今木宏明,高木有詩,渋谷一彦,美馬健二,野村雅史,宝谷幸稔,平林孝,大高雄太,森山雄治,岡村正弘,加藤真人,都竹隆治,田中美穂,菅原浩喜,藤田麻貴,Ko Seong Woon,JUN JONG MIN,山田勝哉,神谷美也子,Jang Hee kyu,Kim Gi nam",,39,2105,2500,147,51
205,/subject/14878,おジャ魔女どれみドッカ～ン!,TV,8.3,小魔女DoReMi 大合奏,五十嵐卓哉,,,2002-02-03,山田隆司,東映アニメーション,"大和屋暁,影山由美,山田隆司,成田良美","岩井隆央,矢部秋則,五十嵐卓哉,広嶋秀樹,岡佳広,山吉康夫,細田守,長峯達也,山内重保","細田守,中尾幸彦,広嶋秀樹,山内重保,長峯達也,岩井隆央,五十嵐卓哉,矢部秋則,山吉康夫,岡佳広","青山充,なかじまちゅうじ,大河内忍,川村敏江,河野宏之,生田目康裕,稲上晃,馬越嘉彦","すしお,冨田与四一,阿蒜晃士,西位輝実,堀剛史,馬場充子,青山充,馬越嘉彦",,51,131,186,14,14
206,/subject/68812,〈物語〉シリーズ セカンドシーズン,TV,8.0,物语系列 第二季,板村智幸,新房昭之,,2013-07-06,"東冨耶子,新房昭之",SHAFT,"中本宗応,木澤行人","名倉靖博,数井浩子,杉山延寛,青山弘,水野和則,高橋知也,黒沢守,川畑喬,八瀬祐樹,板村智幸,龍輪直征,室井ふみえ,森義博,笹木信作","高橋知也,朝木幸彦,板村智幸,八瀬祐樹,永岡智佳,佐々木純人,久保山英一,宮原秀二,宮本幸裕,鈴木孝聡,長岡義孝,岡田堅二朗,安食佳,龍輪直征,土屋浩幸","飯飼一幸,新垣一成,斎藤美香,小堺能夫,高野晃久,松浦力,斉藤和也,しまだひであき,澤田美香,武本大介,村上やすひと,長山延好","豊田暁子,砂田茂樹,中村直人,岡本真由美","岩上敦宏,外村敬一",26,4003,5049,317,107
207,/subject/50,機動戦士ガンダム,TV,8.0,机动战士高达,,富野由悠季,,1979-04-07,,サンライズ,"松崎健一,星山博之,荒木芳久,山本優,富野由悠季","やまざきかずお,又野弘道,富野由悠季","神田武幸,貞光紳也,小鹿英吉,行田進,関田修,又野弘道,藤原良二,富野由悠季","鈴木一行,中村一夫,青鉢芳信,富沢和雄,安彦良和,やまざきかずお","飯島正勝,湖川友謙,越智一裕,板野一郎,多賀かずひろ,青鉢芳信,平山智,鍋島修,やまざきかずお,金田伊功,亀垣一",,43,1318,1613,168,52
208,/subject/3892,逆境無頼カイジ Ultimate Survivor,TV,8.0,赌博默示录,佐藤雄三,,,2007-10-02,高屋敷英夫,MADHOUSE,"広田光毅,ふでやすかずゆき,吉野智美,高屋敷英夫,岩城忠雄","青山弘,池田重隆,大久保富彦,後藤圭二,細田雅弘,荒木哲郎,Kim Min-sun,末田宜史,都留稔幸,佐藤雄三,中村亮介,坂田純一,田中洋之,島崎奈々子,新留俊哉,林秀夫","佐藤雄三,島崎奈々子,岩城忠雄,林秀夫,朴湊景,田中洋之,Kim Min-sun,末田宜史,細田雅弘,おゆなむ,中村亮介,池田重隆,川村賢一","菅野智之,Kim Dong seek,李炫姃,高田晴仁,日向正樹,金東俊,梅原隆弘,細居美恵子,濱田邦彦","細居美恵子,和田高明,鈴木典光",,26,1786,2265,177,60
209,/subject/2045,GTO,TV,8.0,麻辣教师GTO,阿部記之,,,1999-06-30,十川誠志,ぴえろ,"菅良幸,十川誠志,西園悟,山口亮太","植田秀仁,石堂宏之,羽生尚靖,影山楙倫,久志秀彰,伊達勇登,都留稔幸,松浦錠平,水野和則,東野はじめ,村山靖,畠山茂樹,榎本明広,阿部記之","中川聡,小高義規,石堂宏之,加藤洋人,畠山茂樹,山内富夫,伊達勇登,香川豊,久志秀彰,羽生尚靖,榎本明広,水野和則,阿部記之","横瀬淳一,番由紀子,河村明夫,大西雅也,宍戸久美子,中森良治,青野厚司,細山正樹,岩井優器,深澤学,しまだひであき,宇佐美皓一,敷島博英,桜井木の実","都留稔幸,高木弘樹,中森良治,飯飼一幸",,43,851,1129,124,31
210,/subject/3428,バクマン。,TV,8.0,爆漫王。,"秋田谷典昭,カサヰケンイチ",,,2010-10-02,吉田玲子,J.C.STAFF,"吉田玲子,上代務,綾奈ゆにこ,水上清資","秋田谷典昭,丸山由太,カサヰケンイチ,久城りおん,島津裕行,山口祐司,佐藤雅子,高田耕一,吉村文宏,三浦辰夫,橋本裕之","高橋健司,秋田谷典昭,福本潔,丸山由太,則座誠,城所聖明,吉村文宏,橋本裕之,廣川集一,佐藤光敏,佐藤光","小谷杏子,小森篤,下谷智之,羽田浩二","石田慶一,一居一平",松倉友二,25,3585,4100,461,172
211,/subject/59664,銀の匙 Silver Spoon,TV,8.0,银之匙 Silver Spoon,伊藤智彦,,出合小都美,2013-07-11,岸本卓,A-1 Pictures,岸本卓,"室井康雄,藤森カズマ,伊藤智彦,出合小都美,村山靖,柴山智隆,許平康,岡村天斎","村山靖,伊藤智彦,出合小都美,柴山智隆,許平康,室井康雄","千葉崇洋,中井準,松本昌子,大杉尚広,松本顕吾,橋口隼人,鈴木伸一,小林ゆかり,しんぼたくろう,山本径子,須藤智子,古住千秋,山本篤史,室井康雄,猪口美緒,湯川敦之,黒木美幸","戸谷賢都,湯川敦之,松本顕吾,まじろ,三輪和宏,田中宏紀,中村直人",,11,3052,3708,271,149
212,/subject/1981,ふしぎの海のナディア,TV,8.0,蓝宝石之谜,樋口真嗣,庵野秀明,,1990-04-13,大川久男,東宝,"田波靖男,大川久男","前田真宏,米たにヨシトモ,垂永士,庵野秀明,窪岡俊之,鈴木幸雄,もりたけし,紅優,摩砂雪,樋口真嗣,池上誉優,増尾昭一","神谷純,粟井重紀,前田真宏,鈴木幸雄,川端蓮司,星野寛満,窪岡俊之,宇田忠順,舛成孝二,摩砂雪,牧野滋人,青野昌,佐々木裕之,紅優,もりたけし,薩川昭夫,増尾昭一,米たにヨシトモ,高山文彦","野口啓生,庵野秀明,高田耕一,金世昌,阿部司,竹内啓,平松禎史,窪岡俊之,白南烈,松原秀典,貞本義行,増尾昭一,小泉昇,柳田義明,本田雄,中澤一登,加瀬政広,川名久美子,摩砂雪,鈴木俊二,釘宮洋,鶴巻和哉","高木弘樹,奥野浩行,前田真宏,菅沼栄治,斉藤哲人,鶴巻和哉,大橋誉志光,大森貴弘,村瀬修功,神戸洋行,平松禎史,寺東克己,わたなべひろし,本田雄,川元利浩,摩砂雪",,39,863,1107,118,31
213,/subject/252655,ゾンビランドサガ,TV,8.0,佐贺偶像是传奇,境宗久,,,2018-10-04,村越繁,MAPPA,"村越繁,ますもとたくや","清水久敏,伊藤達文,境宗久,宇田鋼之介,後藤康徳","境宗久,清水久敏,宇田鋼之介,後藤康徳","門智昭,柳隆太,大島美和,飯飼一幸,児玉健二,佐々木貴宏,高乗陽子,仁井学,桑原幹根,成松義人,和田伸一,二松真理,細田沙織,岡真里子,首藤武夫","川原智弘,森中正春,金子雄人,田寄雅郁,首藤武夫,袴田裕二,前田義宏,成松義人,福島喜晴,杉江敏治,横屋健太,佐藤元,大石美絵,久保充照,酒井智史,佐々木貴宏,前原薫,柳隆太,桑原幹根,吉岡敏幸,越智博之,小西紗希",大塚学,12,2847,2785,119,129
